lane,stage,fold,target_variant,feature_variant,outlier_policy,imputation,synthesis,model,config_key,status,error,n_train,n_test,n_features,balanced_accuracy,accuracy,f1_weighted,f1_macro,precision_weighted,precision_macro,recall_weighted,recall_macro,roc_auc,pr_auc,sensitivity,specificity,ordinal_mae,adjacent_error_rate,distant_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,pmm,tvae,catboost,mayo_4class|drop_gt70_missing|none|pmm|tvae|catboost,ok,,252,126,47,0.3398944805194805,0.36507936507936506,0.3480767154236542,0.3274463631606489,0.3445101497389079,0.3281123560535325,0.36507936507936506,0.3398944805194805,,,,,0.8968253968253969,0.4126984126984127,0.2222222222222222,0.13636363636363635,0.1875,0.5,0.5357142857142857
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,gain,none,rf,mayo_4class|drop_gt70_missing|none|gain|none|rf,ok,,126,126,47,0.348924512987013,0.3888888888888889,0.3563415255741309,0.3333887055691567,0.3497595651348944,0.339952176335517,0.3888888888888889,0.348924512987013,,,,,0.8492063492063492,0.42063492063492064,0.19047619047619047,0.22727272727272727,0.09375,0.6818181818181818,0.39285714285714285
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,gain,none,stacking,mayo_4class|drop_gt70_missing|none|gain|none|stacking,ok,,126,126,47,0.3445616883116883,0.3333333333333333,0.3199475421697644,0.3212250712250712,0.3244990303813833,0.31622788975730154,0.3333333333333333,0.3445616883116883,,,,,0.9841269841269841,0.42857142857142855,0.23809523809523808,0.36363636363636365,0.125,0.3181818181818182,0.5714285714285714
strict,final_5x2,3,mayo_4class,all,none,mean,none,stacking,mayo_4class|all|none|mean|none|stacking,ok,,126,126,55,0.3664772727272727,0.3333333333333333,0.28518740829665196,0.3038165266106443,0.3635320133015985,0.3462867777383906,0.3333333333333333,0.3664772727272727,,,,,1.007936507936508,0.4126984126984127,0.25396825396825395,0.2727272727272727,0.375,0.06818181818181818,0.75
strict,final_5x2,3,mayo_4class,all,none,mean,tvae,stacking,mayo_4class|all|none|mean|tvae|stacking,ok,,252,126,55,0.3518668831168831,0.30952380952380953,0.23683660730209685,0.2695024077046549,0.1983277359559595,0.2257293963506215,0.30952380952380953,0.3518668831168831,,,,,1.0238095238095237,0.42857142857142855,0.2619047619047619,0.3181818181818182,0.375,0.0,0.7142857142857143
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,pmm,none,rf,mayo_4class|drop_gt70_missing|none|pmm|none|rf,ok,,126,126,47,0.3410105519480519,0.38095238095238093,0.35500731886696796,0.3347143499775079,0.3614306328592043,0.3576298701298702,0.38095238095238093,0.3410105519480519,,,,,0.8253968253968254,0.4365079365079365,0.18253968253968253,0.22727272727272727,0.15625,0.6590909090909091,0.32142857142857145
strict,final_5x2,3,mayo_4class,all,none,mean,none,rf,mayo_4class|all|none|mean|none|rf,ok,,126,126,55,0.3507508116883117,0.38095238095238093,0.360016864591385,0.3425479586817511,0.36118115828706965,0.35419232348111657,0.38095238095238093,0.3507508116883117,,,,,0.8492063492063492,0.4126984126984127,0.20634920634920634,0.22727272727272727,0.15625,0.5909090909090909,0.42857142857142855
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,mice,none,stacking,mayo_4class|drop_gt70_missing|none|mice|none|stacking,ok,,126,126,47,0.37357954545454547,0.3333333333333333,0.286084424273033,0.30815616845028615,0.3732048374905517,0.35714285714285715,0.3333333333333333,0.37357954545454547,,,,,1.0396825396825398,0.373015873015873,0.29365079365079366,0.36363636363636365,0.3125,0.06818181818181818,0.75
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,mean,none,stacking,mayo_4class|drop_gt70_missing|none|mean|none|stacking,ok,,126,126,47,0.3664772727272727,0.3253968253968254,0.2604087699739874,0.28856187290969904,0.3846801346801347,0.36174242424242425,0.3253968253968254,0.3664772727272727,,,,,1.0317460317460319,0.3968253968253968,0.2777777777777778,0.3181818181818182,0.375,0.022727272727272728,0.75
strict,final_5x2,3,mayo_4class,all,none,softimpute,tvae,stacking,mayo_4class|all|none|softimpute|tvae|stacking,ok,,252,126,55,0.32771915584415584,0.31746031746031744,0.29388435850034833,0.29434170448562813,0.30682138313931,0.2974798825769012,0.31746031746031744,0.32771915584415584,,,,,0.9841269841269841,0.4444444444444444,0.23809523809523808,0.18181818181818182,0.1875,0.22727272727272727,0.7142857142857143
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,pmm,none,stacking,mayo_4class|drop_gt70_missing|none|pmm|none|stacking,ok,,126,126,47,0.33309659090909094,0.30952380952380953,0.2776747298698686,0.2852118930564628,0.3214959370131784,0.30416114058355437,0.30952380952380953,0.33309659090909094,,,,,1.0,0.4603174603174603,0.23015873015873015,0.22727272727272727,0.21875,0.13636363636363635,0.75
strict,final_5x2,3,mayo_4class,all,none,mean,none,catboost,mayo_4class|all|none|mean|none|catboost,ok,,126,126,55,0.3226461038961039,0.3492063492063492,0.3307331821617536,0.31380952380952376,0.32801582482821096,0.3182680631451123,0.3492063492063492,0.3226461038961039,,,,,0.8809523809523809,0.4523809523809524,0.1984126984126984,0.22727272727272727,0.125,0.5454545454545454,0.39285714285714285
strict,final_5x2,4,mayo_4class,drop_gt70_missing,none,pmm,tvae,stacking,mayo_4class|drop_gt70_missing|none|pmm|tvae|stacking,ok,,252,126,47,0.3445242735324257,0.3333333333333333,0.27985580557009127,0.28381562881562883,0.41890367258014316,0.3727532679738562,0.3333333333333333,0.3445242735324257,,,,,0.8809523809523809,0.47619047619047616,0.19047619047619047,0.08695652173913043,0.71875,0.09090909090909091,0.48148148148148145
strict,final_5x2,4,mayo_4class,drop_gt70_missing,none,pmm,tvae,catboost,mayo_4class|drop_gt70_missing|none|pmm|tvae|catboost,ok,,252,126,47,0.3574982158541941,0.373015873015873,0.3624339484804601,0.3495365100016263,0.3707598015051431,0.3648550724637681,0.373015873015873,0.3574982158541941,,,,,0.8174603174603174,0.4444444444444444,0.18253968253968253,0.13043478260869565,0.46875,0.38636363636363635,0.4444444444444444
